1,1,1,N,N,11/21/2013
2,1,2,N,N,11/21/2013
3,1,3,N,N,11/21/2013
4,1,4,N,N,11/21/2013
5,1,5,N,N,11/21/2013
6,1,6,N,N,11/21/2013
7,1,7,N,N,11/21/2013
8,2,1,N,N,11/21/2013
9,2,2,N,N,11/21/2013
10,2,3,N,N,11/21/2013
11,2,4,N,N,11/21/2013
12,2,5,N,N,11/21/2013
13,2,6,N,N,11/21/2013
14,2,7,N,N,11/21/2013
15,3,1,N,N,11/21/2013
16,3,2,N,N,11/21/2013
17,3,3,N,N,11/21/2013
18,3,4,N,N,11/21/2013
19,3,5,N,N,11/21/2013
20,3,6,N,N,11/21/2013
21,3,7,N,N,11/21/2013
22,4,1,N,N,11/21/2013
23,4,2,N,N,11/21/2013
24,4,3,N,N,11/21/2013
25,4,4,N,N,11/21/2013
26,4,5,N,N,11/21/2013
27,4,6,N,N,11/21/2013
28,4,7,N,N,11/21/2013
29,7,1,N,N,11/21/2013
30,7,2,N,N,11/21/2013
31,7,3,N,N,11/21/2013
32,7,4,N,N,11/21/2013
33,7,5,N,N,11/21/2013
34,7,6,N,N,11/21/2013
35,7,7,N,N,11/21/2013
36,8,1,N,N,11/21/2013
37,8,2,N,N,11/21/2013
38,8,3,N,N,11/21/2013
39,8,4,N,N,11/21/2013
40,8,5,N,N,11/21/2013
41,8,6,N,N,11/21/2013
42,8,7,N,N,11/21/2013
43,9,1,N,N,11/21/2013
44,9,2,N,N,11/21/2013
45,9,3,N,N,11/21/2013
46,9,4,N,N,11/21/2013
47,9,5,N,N,11/21/2013
48,9,6,N,N,11/21/2013
49,9,7,N,N,11/21/2013
50,10,1,N,N,11/21/2013
51,10,2,N,N,11/21/2013
52,10,3,N,N,11/21/2013
53,10,4,N,N,11/21/2013
54,10,5,N,N,11/21/2013
55,10,6,N,N,11/21/2013
56,10,7,N,N,11/21/2013
57,11,1,N,N,11/21/2013
58,11,2,N,N,11/21/2013
59,11,3,N,N,11/21/2013
60,11,4,N,N,11/21/2013
61,11,5,N,N,11/21/2013
62,11,6,N,N,11/21/2013
63,11,7,N,N,11/21/2013
64,12,1,N,N,11/21/2013
65,12,2,N,N,11/21/2013
66,12,3,N,N,11/21/2013
67,12,4,N,N,11/21/2013
68,12,5,N,N,11/21/2013
69,12,6,N,N,11/21/2013
70,12,7,N,N,11/21/2013
71,17,1,N,N,11/21/2013
72,17,2,N,N,11/21/2013
73,17,3,N,N,11/21/2013
74,17,4,N,N,11/21/2013
